2.00000067707151E-06,0,0,0,0,0,0,0,0
1.13135480000074,0,0,0.1,0,0,0,0,0
1.16685600000073,0,0,0.1,0,0,0,0,0
1.17568140000003,0,0,0.12,0,0,0,0,0
1.1866570000002,0,0,0.14,0,0,0,0,0
1.20357260000037,0,0,0.17,0,0,0,0,0
1.22220030000062,0,0,0.19,0,0,0,0,0
1.23353490000045,0,0,0.21,0,0,0,0,0
1.25061920000007,0,0,0.24,0,0,0,0,0
1.2921495999999,0,0,0.26,0,0,0,0,0
1.30305050000061,0,0,0.29,0,0,0,0,0
1.31457300000056,0,0,0.31,0,0,0,0,0
1.32661129999997,0,0,0.33,0,0,0,0,0
1.33783850000054,0,0,0.38,0,0,0,0,0
1.3485524000007,0,0,0.4,0,0,0,0,0
1.96329480000077,0,0,0.4,0,0,51,0,0
2.09136050000052,0,0,0.4,0,0,60,0,0
2.1031636000007,0,0,0.4,0,0,77,0,0
2.11428530000012,0,0,0.4,0,0,86,0,0
2.13806139999997,0,0,0.4,0,0,94,0,0
2.1910385000001,0,0,0.4,0,0,94,0,0
2.20481150000069,0,0,0.4,0,0,103,0,0
2.21595760000037,0,0,0.4,0,0,111,0,0
2.22897510000075,0,0,0.4,0,0,120,0,0
2.24005620000025,0,0,0.4,0,0,137,0,0
2.25097910000022,0,0,0.4,0,0,146,0,0
2.26238689999991,0,0,0.4,0,0,146,0,0
2.2707762,0,0,0.4,0,0,154,0,0
2.28216180000072,0,0,0.4,0,0,163,0,0
2.30120940000052,0,0,0.4,0,0,171,0,0
2.34775440000067,0,0,0.4,0,0,180,0,0
2.38865400000032,0,0,0.4,0,0,197,0,0
2.42398860000048,0,0,0.4,0,0,206,0,0
2.44801150000058,0,0,0.4,0,0,214,0,0
2.46486770000047,0,0,0.4,0,0,223,0,0
2.47621810000055,0,0,0.4,0,0,231,0,0
2.50557460000073,0,0,0.4,0,0,240,0,0
2.52831920000062,0,0,0.4,0,0,257,0,0
2.53980769999998,0,0,0.4,0,0,257,0,0
2.54851850000068,0,0,0.4,0,0,266,0,0
2.58842679999998,0,0,0.4,0,0,274,0,0
2.6299082000005,0,0,0.4,0,0,283,0,0
2.64330950000021,0,0,0.4,0,0,300,0,0
2.67880550000064,0,0,0.4,0,0,317,0,0
2.69096530000024,0,0,0.4,0,0,326,0,0
2.70233820000067,0,0,0.4,0,0,334,0,0
2.71963210000013,0,0,0.4,0,0,343,0,0
2.75429860000077,0,0,0.4,0,0,351,0,0
2.8069931,0,0,0.4,0,0,360,0,0
2.84721440000067,0,0,0.4,0,0,360,0,0
2.87437700000009,0,0,0.4,0,0,360,0,0
2.91921860000002,0,0,0.4,0,0,360,0,0
4.62574390000009,0,0,0.4,0,0,360,0,0
